case:concept:name,simulation_index,recommended_activity,recommended_resource,first_batch,match_recommendation,status
20191013760,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013761,1,Authorization Requested,00441,Authorization Requested / 00441,True,ok
20191013762,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013763,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191013767,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013768,1,Evaluating Request (WITH registered letter),00147,Service closure Request with BO responsibility / BOC,False,ok
20191013769,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER | Pending Liquidation Request / BOCSER,True,ok
20191013770,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013771,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013776,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013777,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013779,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013784,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013790,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013795,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013796,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013797,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013798,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013802,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013803,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013805,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013806,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013811,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013812,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013815,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013817,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191013818,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013820,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191013821,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191013822,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013823,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013824,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191013826,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013827,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191013829,1,Authorization Requested,00476,Authorization Requested / 00476,True,ok
20191013831,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013835,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013836,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191013845,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013846,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013850,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013851,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013852,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013853,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013854,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013855,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013856,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013859,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191013863,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013864,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013866,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013868,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013870,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013871,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013872,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013873,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013874,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013875,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013876,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013877,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013878,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013879,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013880,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013881,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013882,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013883,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013884,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013885,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191013886,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013890,1,Service closure Request with BO responsibility,00835,Service closure Request with BO responsibility / 00835,True,ok
20191013895,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013896,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013897,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013899,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013902,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013905,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013907,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013910,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013912,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013915,1,Service closure Request with network responsibility,00501,Service closure Request with network responsibility / 00501,True,ok
20191013919,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191013925,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013928,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013929,1,Evaluating Request (WITH registered letter),00147,Authorization Requested / 00211,False,ok
20191013931,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013933,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191013935,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013936,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013939,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013942,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013943,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013945,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
